
SELECT c.Name AS country, ci.Name AS city
FROM Country c
JOIN City ci ON CAST(ci.Country AS TEXT) = CAST(c.Code AS TEXT)
WHERE ci.Population > 1000000;
QUERY PLAN
|--SCAN ci
India|Jodhpur
India|Jodhpur
India|Jodhpur
India|Kota
India|Kota
India|Kota
India|Kota
India|Kota
India|Kota
India|Kota
India|Kota
India|Kota
India|Kota
India|Chennai
India|Chennai
India|Chennai
India|Chennai
India|Chennai
India|Chennai
India|Chennai
India|Chennai
India|Chennai
India|Chennai
India|Madurai
India|Madurai
India|Madurai
India|Madurai
India|Madurai
India|Madurai
India|Madurai
India|Madurai
India|Madurai
India|Madurai
India|Coimbatore
India|Coimbatore
India|Coimbatore
India|Coimbatore
India|Coimbatore
India|Coimbatore
India|Coimbatore
India|Coimbatore
India|Coimbatore
India|Coimbatore
India|Lucknow
India|Lucknow
India|Lucknow
India|Lucknow
India|Lucknow
India|Lucknow
India|Lucknow
India|Lucknow
India|Lucknow
India|Lucknow
India|Kanpur
India|Kanpur
India|Kanpur
India|Kanpur
India|Kanpur
India|Kanpur
India|Kanpur
India|Kanpur
India|Kanpur
India|Kanpur
India|Varanasi
India|Varanasi
India|Varanasi
India|Varanasi
India|Varanasi
India|Varanasi
India|Varanasi
India|Varanasi
India|Varanasi
India|Varanasi
India|Agra
India|Agra
India|Agra
India|Agra
India|Agra
India|Agra
India|Agra
India|Agra
India|Agra
India|Agra
India|Allahabad
India|Allahabad
India|Allahabad
India|Allahabad
India|Allahabad
India|Allahabad
India|Allahabad
India|Allahabad
India|Allahabad
India|Allahabad
India|Meerut
India|Meerut
India|Meerut
India|Meerut
India|Meerut
India|Meerut
India|Meerut
India|Meerut
India|Meerut
India|Meerut
India|Faridabad
India|Faridabad
India|Faridabad
India|Faridabad
India|Faridabad
India|Faridabad
India|Faridabad
India|Faridabad
India|Faridabad
India|Faridabad
India|Kolkata
India|Kolkata
India|Kolkata
India|Kolkata
India|Kolkata
India|Kolkata
India|Kolkata
India|Kolkata
India|Kolkata
India|Kolkata
India|Haora
India|Haora
India|Haora
India|Haora
India|Haora
India|Haora
India|Haora
India|Haora
India|Haora
India|Haora
India|Delhi
India|Delhi
India|Delhi
India|Delhi
India|Delhi
India|Delhi
India|Delhi
India|Delhi
India|Delhi
India|Delhi
India|Ghaziabad
India|Ghaziabad
India|Ghaziabad
India|Ghaziabad
India|Ghaziabad
India|Ghaziabad
India|Ghaziabad
India|Ghaziabad
India|Ghaziabad
India|Ghaziabad
India|Raipur
India|Raipur
India|Raipur
India|Raipur
India|Raipur
India|Raipur
India|Raipur
India|Raipur
India|Raipur
India|Raipur
India|Ranchi
India|Ranchi
India|Ranchi
India|Ranchi
India|Ranchi
India|Ranchi
India|Ranchi
India|Ranchi
India|Ranchi
India|Ranchi
India|Hyderabad
India|Hyderabad
India|Hyderabad
India|Hyderabad
India|Hyderabad
India|Hyderabad
India|Hyderabad
India|Hyderabad
India|Hyderabad
India|Hyderabad
Malaysia|Kuala Lumpur
Malaysia|Kuala Lumpur
Malaysia|Kuala Lumpur
Malaysia|Kuala Lumpur
Malaysia|Kuala Lumpur
Malaysia|Kuala Lumpur
Malaysia|Kuala Lumpur
Malaysia|Kuala Lumpur
Malaysia|Kuala Lumpur
Malaysia|Kuala Lumpur
Thailand|Bangkok
Thailand|Bangkok
Thailand|Bangkok
Thailand|Bangkok
Thailand|Bangkok
Thailand|Bangkok
Thailand|Bangkok
Thailand|Bangkok
Thailand|Bangkok
Thailand|Bangkok
Vietnam|Hanoi
Vietnam|Hanoi
Vietnam|Hanoi
Vietnam|Hanoi
Vietnam|Hanoi
Vietnam|Hanoi
Vietnam|Hanoi
Vietnam|Hanoi
Vietnam|Hanoi
Vietnam|Hanoi
Vietnam|Ho Chi Minh
Vietnam|Ho Chi Minh
Vietnam|Ho Chi Minh
Vietnam|Ho Chi Minh
Vietnam|Ho Chi Minh
Vietnam|Ho Chi Minh
Vietnam|Ho Chi Minh
Vietnam|Ho Chi Minh
Vietnam|Ho Chi Minh
Vietnam|Ho Chi Minh
Kazakhstan|Almaty
Kazakhstan|Almaty
Kazakhstan|Almaty
Kazakhstan|Almaty
Kazakhstan|Almaty
Kazakhstan|Almaty
Kazakhstan|Almaty
Kazakhstan|Almaty
Kazakhstan|Almaty
Kazakhstan|Almaty
North Korea|Pyongyang
North Korea|Pyongyang
North Korea|Pyongyang
North Korea|Pyongyang
North Korea|Pyongyang
North Korea|Pyongyang
North Korea|Pyongyang
North Korea|Pyongyang
North Korea|Pyongyang
North Korea|Pyongyang
Hong Kong|Hong Kong
Hong Kong|Hong Kong
Hong Kong|Hong Kong
Hong Kong|Hong Kong
Hong Kong|Hong Kong
Hong Kong|Hong Kong
Hong Kong|Hong Kong
Hong Kong|Hong Kong
Hong Kong|Hong Kong
Hong Kong|Hong Kong
Nepal|Kathmandu
Nepal|Kathmandu
Nepal|Kathmandu
Nepal|Kathmandu
Nepal|Kathmandu
Nepal|Kathmandu
Nepal|Kathmandu
Nepal|Kathmandu
Nepal|Kathmandu
Nepal|Kathmandu
Egypt|Shubra al Khimah
Egypt|Shubra al Khimah
Egypt|Shubra al Khimah
Egypt|Shubra al Khimah
Egypt|Shubra al Khimah
Egypt|Shubra al Khimah
Egypt|Shubra al Khimah
Egypt|Shubra al Khimah
Egypt|Shubra al Khimah
Egypt|Shubra al Khimah
Egypt|Al Jizah
Egypt|Al Jizah
Egypt|Al Jizah
Egypt|Al Jizah
Egypt|Al Jizah
Egypt|Al Jizah
Egypt|Al Jizah
Egypt|Al Jizah
Egypt|Al Jizah
Egypt|Al Jizah
Egypt|Al Iskandariyah
Egypt|Al Iskandariyah
Egypt|Al Iskandariyah
Egypt|Al Iskandariyah
Egypt|Al Iskandariyah
Egypt|Al Iskandariyah
Egypt|Al Iskandariyah
Egypt|Al Iskandariyah
Egypt|Al Iskandariyah
Egypt|Al Iskandariyah
Egypt|Al Qahirah
Egypt|Al Qahirah
Egypt|Al Qahirah
Egypt|Al Qahirah
Egypt|Al Qahirah
Egypt|Al Qahirah
Egypt|Al Qahirah
Egypt|Al Qahirah
Egypt|Al Qahirah
Egypt|Al Qahirah
Indonesia|Medan
Indonesia|Medan
Indonesia|Medan
Indonesia|Medan
Indonesia|Medan
Indonesia|Medan
Indonesia|Medan
Indonesia|Medan
Indonesia|Medan
Indonesia|Medan
Indonesia|Palembang
Indonesia|Palembang
Indonesia|Palembang
Indonesia|Palembang
Indonesia|Palembang
Indonesia|Palembang
Indonesia|Palembang
Indonesia|Palembang
Indonesia|Palembang
Indonesia|Palembang
Indonesia|Jakarta
Indonesia|Jakarta
Indonesia|Jakarta
Indonesia|Jakarta
Indonesia|Jakarta
Indonesia|Jakarta
Indonesia|Jakarta
Indonesia|Jakarta
Indonesia|Jakarta
Indonesia|Jakarta
Indonesia|Bandung
Indonesia|Bandung
Indonesia|Bandung
Indonesia|Bandung
Indonesia|Bandung
Indonesia|Bandung
Indonesia|Bandung
Indonesia|Bandung
Indonesia|Bandung
Indonesia|Bandung
Indonesia|Bekasi
Indonesia|Bekasi
Indonesia|Bekasi
Indonesia|Bekasi
Indonesia|Bekasi
Indonesia|Bekasi
Indonesia|Bekasi
Indonesia|Bekasi
Indonesia|Bekasi
Indonesia|Bekasi
Indonesia|Depok
Indonesia|Depok
Indonesia|Depok
Indonesia|Depok
Indonesia|Depok
Indonesia|Depok
Indonesia|Depok
Indonesia|Depok
Indonesia|Depok
Indonesia|Depok
Indonesia|Semarang
Indonesia|Semarang
Indonesia|Semarang
Indonesia|Semarang
Indonesia|Semarang
Indonesia|Semarang
Indonesia|Semarang
Indonesia|Semarang
Indonesia|Semarang
Indonesia|Semarang
Indonesia|Surabaya
Indonesia|Surabaya
Indonesia|Surabaya
Indonesia|Surabaya
Indonesia|Surabaya
Indonesia|Surabaya
Indonesia|Surabaya
Indonesia|Surabaya
Indonesia|Surabaya
Indonesia|Surabaya
Indonesia|Tangerang
Indonesia|Tangerang
Indonesia|Tangerang
Indonesia|Tangerang
Indonesia|Tangerang
Indonesia|Tangerang
Indonesia|Tangerang
Indonesia|Tangerang
Indonesia|Tangerang
Indonesia|Tangerang
Indonesia|Tangerang Selatan
Indonesia|Tangerang Selatan
Indonesia|Tangerang Selatan
Indonesia|Tangerang Selatan
Indonesia|Tangerang Selatan
Indonesia|Tangerang Selatan
Indonesia|Tangerang Selatan
Indonesia|Tangerang Selatan
Indonesia|Tangerang Selatan
Indonesia|Tangerang Selatan
Indonesia|Makassar
Indonesia|Makassar
Indonesia|Makassar
Indonesia|Makassar
Indonesia|Makassar
Indonesia|Makassar
Indonesia|Makassar
Indonesia|Makassar
Indonesia|Makassar
Indonesia|Makassar
Iraq|Baghdad
Iraq|Baghdad
Iraq|Baghdad
Iraq|Baghdad
Iraq|Baghdad
Iraq|Baghdad
Iraq|Baghdad
Iraq|Baghdad
Iraq|Baghdad
Iraq|Baghdad
Iraq|Al Basrah
Iraq|Al Basrah
Iraq|Al Basrah
Iraq|Al Basrah
Iraq|Al Basrah
Iraq|Al Basrah
Iraq|Al Basrah
Iraq|Al Basrah
Iraq|Al Basrah
Iraq|Al Basrah
Iraq|Al Mawsil
Iraq|Al Mawsil
Iraq|Al Mawsil
Iraq|Al Mawsil
Iraq|Al Mawsil
Iraq|Al Mawsil
Iraq|Al Mawsil
Iraq|Al Mawsil
Iraq|Al Mawsil
Iraq|Al Mawsil
Jordan|Amman
Jordan|Amman
Jordan|Amman
Jordan|Amman
Jordan|Amman
Jordan|Amman
Jordan|Amman
Jordan|Amman
Jordan|Amman
Jordan|Amman
Saudi Arabia|Riyadh
Saudi Arabia|Riyadh
Saudi Arabia|Riyadh
Saudi Arabia|Riyadh
Saudi Arabia|Riyadh
Saudi Arabia|Riyadh
Saudi Arabia|Riyadh
Saudi Arabia|Riyadh
Saudi Arabia|Riyadh
Saudi Arabia|Riyadh
Saudi Arabia|Makkah
Saudi Arabia|Makkah
Saudi Arabia|Makkah
Saudi Arabia|Makkah
Saudi Arabia|Makkah
Saudi Arabia|Makkah
Saudi Arabia|Makkah
Saudi Arabia|Makkah
Saudi Arabia|Makkah
Saudi Arabia|Makkah
Saudi Arabia|Jeddah
Saudi Arabia|Jeddah
Saudi Arabia|Jeddah
Saudi Arabia|Jeddah
Saudi Arabia|Jeddah
Saudi Arabia|Jeddah
Saudi Arabia|Jeddah
Saudi Arabia|Jeddah
Saudi Arabia|Jeddah
Saudi Arabia|Jeddah
Syria|Dimashq
Syria|Dimashq
Syria|Dimashq
Syria|Dimashq
Syria|Dimashq
Syria|Dimashq
Syria|Dimashq
Syria|Dimashq
Syria|Dimashq
Syria|Dimashq
Syria|Halab
Syria|Halab
Syria|Halab
Syria|Halab
Syria|Halab
Syria|Halab
Syria|Halab
Syria|Halab
Syria|Halab
Syria|Halab
Lebanon|Bayrut
Lebanon|Bayrut
Lebanon|Bayrut
Lebanon|Bayrut
Lebanon|Bayrut
Lebanon|Bayrut
Lebanon|Bayrut
Lebanon|Bayrut
Lebanon|Bayrut
Lebanon|Bayrut
Japan|Sapporo
Japan|Sapporo
Japan|Sapporo
Japan|Sapporo
Japan|Sapporo
Japan|Sapporo
Japan|Sapporo
Japan|Sapporo
Japan|Sapporo
Japan|Sapporo
Japan|Sendai
Japan|Sendai
Japan|Sendai
Japan|Sendai
Japan|Sendai
Japan|Sendai
Japan|Sendai
Japan|Sendai
Japan|Sendai
Japan|Sendai
Japan|Saitama
Japan|Saitama
Japan|Saitama
Japan|Saitama
Japan|Saitama
Japan|Saitama
Japan|Saitama
Japan|Saitama
Japan|Saitama
Japan|Saitama
Japan|Tokyo
Japan|Tokyo
Japan|Tokyo
Japan|Tokyo
Japan|Tokyo
Japan|Tokyo
Japan|Tokyo
Japan|Tokyo
Japan|Tokyo
Japan|Tokyo
Japan|Yokohama
Japan|Yokohama
Japan|Yokohama
Japan|Yokohama
Japan|Yokohama
Japan|Yokohama
Japan|Yokohama
Japan|Yokohama
Japan|Yokohama
Japan|Yokohama
Japan|Kawasaki
Japan|Kawasaki
Japan|Kawasaki
Japan|Kawasaki
Japan|Kawasaki
Japan|Kawasaki
Japan|Kawasaki
Japan|Kawasaki
Japan|Kawasaki
Japan|Kawasaki
Japan|Nagoya
Japan|Nagoya
Japan|Nagoya
Japan|Nagoya
Japan|Nagoya
Japan|Nagoya
Japan|Nagoya
Japan|Nagoya
Japan|Nagoya
Japan|Nagoya
Japan|Kyoto
Japan|Kyoto
Japan|Kyoto
Japan|Kyoto
Japan|Kyoto
Japan|Kyoto
Japan|Kyoto
Japan|Kyoto
Japan|Kyoto
Japan|Kyoto
Japan|Osaka
Japan|Osaka
Japan|Osaka
Japan|Osaka
Japan|Osaka
Japan|Osaka
Japan|Osaka
Japan|Osaka
Japan|Osaka
Japan|Osaka
Japan|Kobe
Japan|Kobe
Japan|Kobe
Japan|Kobe
Japan|Kobe
Japan|Kobe
Japan|Kobe
Japan|Kobe
Japan|Kobe
Japan|Kobe
Japan|Hiroshima
Japan|Hiroshima
Japan|Hiroshima
Japan|Hiroshima
Japan|Hiroshima
Japan|Hiroshima
Japan|Hiroshima
Japan|Hiroshima
Japan|Hiroshima
Japan|Hiroshima
Japan|Fukuoka
Japan|Fukuoka
Japan|Fukuoka
Japan|Fukuoka
Japan|Fukuoka
Japan|Fukuoka
Japan|Fukuoka
Japan|Fukuoka
Japan|Fukuoka
Japan|Fukuoka
South Korea|Seoul
South Korea|Seoul
South Korea|Seoul
South Korea|Seoul
South Korea|Seoul
South Korea|Seoul
South Korea|Seoul
South Korea|Seoul
South Korea|Seoul
South Korea|Seoul
South Korea|Busan
South Korea|Busan
South Korea|Busan
South Korea|Busan
South Korea|Busan
South Korea|Busan
South Korea|Busan
South Korea|Busan
South Korea|Busan
South Korea|Busan
South Korea|Daegu
South Korea|Daegu
South Korea|Daegu
South Korea|Daegu
South Korea|Daegu
South Korea|Daegu
South Korea|Daegu
South Korea|Daegu
South Korea|Daegu
South Korea|Daegu
South Korea|Incheon
South Korea|Incheon
South Korea|Incheon
South Korea|Incheon
South Korea|Incheon
South Korea|Incheon
South Korea|Incheon
South Korea|Incheon
South Korea|Incheon
South Korea|Incheon
South Korea|Gwangju
South Korea|Gwangju
South Korea|Gwangju
South Korea|Gwangju
South Korea|Gwangju
South Korea|Gwangju
South Korea|Gwangju
South Korea|Gwangju
South Korea|Gwangju
South Korea|Gwangju
South Korea|Daejeon
South Korea|Daejeon
South Korea|Daejeon
South Korea|Daejeon
South Korea|Daejeon
South Korea|Daejeon
South Korea|Daejeon
South Korea|Daejeon
South Korea|Daejeon
South Korea|Daejeon
South Korea|Ulsan
South Korea|Ulsan
South Korea|Ulsan
South Korea|Ulsan
South Korea|Ulsan
South Korea|Ulsan
South Korea|Ulsan
South Korea|Ulsan
South Korea|Ulsan
South Korea|Ulsan
South Korea|Suwon
South Korea|Suwon
South Korea|Suwon
South Korea|Suwon
South Korea|Suwon
South Korea|Suwon
South Korea|Suwon
South Korea|Suwon
South Korea|Suwon
South Korea|Suwon
South Korea|Changwon
South Korea|Changwon
South Korea|Changwon
South Korea|Changwon
South Korea|Changwon
South Korea|Changwon
South Korea|Changwon
South Korea|Changwon
South Korea|Changwon
South Korea|Changwon
United Arab Emirates|Dubai
United Arab Emirates|Dubai
United Arab Emirates|Dubai
United Arab Emirates|Dubai
United Arab Emirates|Dubai
United Arab Emirates|Dubai
United Arab Emirates|Dubai
United Arab Emirates|Dubai
United Arab Emirates|Dubai
United Arab Emirates|Dubai
Yemen|Sanaa
Yemen|Sanaa
Yemen|Sanaa
Yemen|Sanaa
Yemen|Sanaa
Yemen|Sanaa
Yemen|Sanaa
Yemen|Sanaa
Yemen|Sanaa
Yemen|Sanaa
Philippines|Davao
Philippines|Davao
Philippines|Davao
Philippines|Davao
Philippines|Davao
Philippines|Davao
Philippines|Davao
Philippines|Davao
Philippines|Davao
Philippines|Davao
Philippines|Manila
Philippines|Manila
Philippines|Manila
Philippines|Manila
Philippines|Manila
Philippines|Manila
Philippines|Manila
Philippines|Manila
Philippines|Manila
Philippines|Manila
Philippines|Quezon City
Philippines|Quezon City
Philippines|Quezon City
Philippines|Quezon City
Philippines|Quezon City
Philippines|Quezon City
Philippines|Quezon City
Philippines|Quezon City
Philippines|Quezon City
Philippines|Quezon City
Philippines|Kalookan
Philippines|Kalookan
Philippines|Kalookan
Philippines|Kalookan
Philippines|Kalookan
Philippines|Kalookan
Philippines|Kalookan
Philippines|Kalookan
Philippines|Kalookan
Philippines|Kalookan
Singapore|Singapore
Singapore|Singapore
Singapore|Singapore
Singapore|Singapore
Singapore|Singapore
Singapore|Singapore
Singapore|Singapore
Singapore|Singapore
Singapore|Singapore
Singapore|Singapore
Taiwan|Taipei
Taiwan|Taipei
Taiwan|Taipei
Taiwan|Taipei
Taiwan|Taipei
Taiwan|Taipei
Taiwan|Taipei
Taiwan|Taipei
Taiwan|Taipei
Taiwan|Taipei
Taiwan|New Taipei
Taiwan|New Taipei
Taiwan|New Taipei
Taiwan|New Taipei
Taiwan|New Taipei
Taiwan|New Taipei
Taiwan|New Taipei
Taiwan|New Taipei
Taiwan|New Taipei
Taiwan|New Taipei
Taiwan|Kaohsiung
Taiwan|Kaohsiung
Taiwan|Kaohsiung
Taiwan|Kaohsiung
Taiwan|Kaohsiung
Taiwan|Kaohsiung
Taiwan|Kaohsiung
Taiwan|Kaohsiung
Taiwan|Kaohsiung
Taiwan|Kaohsiung
Taiwan|Taichung
Taiwan|Taichung
Taiwan|Taichung
Taiwan|Taichung
Taiwan|Taichung
Taiwan|Taichung
Taiwan|Taichung
Taiwan|Taichung
Taiwan|Taichung
Taiwan|Taichung
Taiwan|Tainan
Taiwan|Tainan
Taiwan|Tainan
Taiwan|Tainan
Taiwan|Tainan
Taiwan|Tainan
Taiwan|Tainan
Taiwan|Tainan
Taiwan|Tainan
Taiwan|Tainan
Mexico|Tijuana
Mexico|Tijuana
Mexico|Tijuana
Mexico|Tijuana
Mexico|Tijuana
Mexico|Tijuana
Mexico|Tijuana
Mexico|Tijuana
Mexico|Tijuana
Mexico|Tijuana
Mexico|Ciudad Juarez
Mexico|Ciudad Juarez
Mexico|Ciudad Juarez
Mexico|Ciudad Juarez
Mexico|Ciudad Juarez
Mexico|Ciudad Juarez
Mexico|Ciudad Juarez
Mexico|Ciudad Juarez
Mexico|Ciudad Juarez
Mexico|Ciudad Juarez
Mexico|Leon
Mexico|Leon
Mexico|Leon
Mexico|Leon
Mexico|Leon
Mexico|Leon
Mexico|Leon
Mexico|Leon
Mexico|Leon
Mexico|Leon
Mexico|Guadalajara
Mexico|Guadalajara
Mexico|Guadalajara
Mexico|Guadalajara
Mexico|Guadalajara
Mexico|Guadalajara
Mexico|Guadalajara
Mexico|Guadalajara
Mexico|Guadalajara
Mexico|Guadalajara
Mexico|Zapopan
Mexico|Zapopan
Mexico|Zapopan
Mexico|Zapopan
Mexico|Zapopan
Mexico|Zapopan
Mexico|Zapopan
Mexico|Zapopan
Mexico|Zapopan
Mexico|Zapopan
Mexico|Nezahualcoyotl
Mexico|Nezahualcoyotl
Mexico|Nezahualcoyotl
Mexico|Nezahualcoyotl
Mexico|Nezahualcoyotl
Mexico|Nezahualcoyotl
Mexico|Nezahualcoyotl
Mexico|Nezahualcoyotl
Mexico|Nezahualcoyotl
Mexico|Nezahualcoyotl
Mexico|Ecatepec
Mexico|Ecatepec
Mexico|Ecatepec
Mexico|Ecatepec
Mexico|Ecatepec
Mexico|Ecatepec
Mexico|Ecatepec
Mexico|Ecatepec
Mexico|Ecatepec
Mexico|Ecatepec
Mexico|Monterrey
Mexico|Monterrey
Mexico|Monterrey
Mexico|Monterrey
Mexico|Monterrey
Mexico|Monterrey
Mexico|Monterrey
Mexico|Monterrey
Mexico|Monterrey
Mexico|Monterrey
Mexico|Puebla
Mexico|Puebla
Mexico|Puebla
Mexico|Puebla
Mexico|Puebla
Mexico|Puebla
Mexico|Puebla
Mexico|Puebla
Mexico|Puebla
Mexico|Puebla
Mexico|Ciudad de Mexico
Mexico|Ciudad de Mexico
Mexico|Ciudad de Mexico
Mexico|Ciudad de Mexico
Mexico|Ciudad de Mexico
Mexico|Ciudad de Mexico
Mexico|Ciudad de Mexico
Mexico|Ciudad de Mexico
Mexico|Ciudad de Mexico
Mexico|Ciudad de Mexico
Canada|Calgary
Canada|Calgary
Canada|Calgary
Canada|Calgary
Canada|Calgary
Canada|Calgary
Canada|Calgary
Canada|Calgary
Canada|Calgary
Canada|Calgary
Canada|Toronto
Canada|Toronto
Canada|Toronto
Canada|Toronto
Canada|Toronto
Canada|Toronto
Canada|Toronto
Canada|Toronto
Canada|Toronto
Canada|Toronto
Canada|Montreal
Canada|Montreal
Canada|Montreal
Canada|Montreal
Canada|Montreal
Canada|Montreal
Canada|Montreal
Canada|Montreal
Canada|Montreal
Canada|Montreal
United States|Phoenix
United States|Phoenix
United States|Phoenix
United States|Phoenix
United States|Phoenix
United States|Phoenix
United States|Phoenix
United States|Phoenix
United States|Phoenix
United States|Phoenix
United States|Los Angeles
United States|Los Angeles
United States|Los Angeles
United States|Los Angeles
United States|Los Angeles
United States|Los Angeles
United States|Los Angeles
United States|Los Angeles
United States|Los Angeles
United States|Los Angeles
United States|San Diego
United States|San Diego
United States|San Diego
United States|San Diego
United States|San Diego
United States|San Diego
United States|San Diego
United States|San Diego
United States|San Diego
United States|San Diego
United States|Chicago
United States|Chicago
United States|Chicago
United States|Chicago
United States|Chicago
United States|Chicago
United States|Chicago
United States|Chicago
United States|Chicago
United States|Chicago
United States|New York
United States|New York
United States|New York
United States|New York
United States|New York
United States|New York
United States|New York
United States|New York
United States|New York
United States|New York
United States|Philadelphia
United States|Philadelphia
United States|Philadelphia
United States|Philadelphia
United States|Philadelphia
United States|Philadelphia
United States|Philadelphia
United States|Philadelphia
United States|Philadelphia
United States|Philadelphia
United States|Houston
United States|Houston
United States|Houston
United States|Houston
United States|Houston
United States|Houston
United States|Houston
United States|Houston
United States|Houston
United States|Houston
United States|San Antonio
United States|San Antonio
United States|San Antonio
United States|San Antonio
United States|San Antonio
United States|San Antonio
United States|San Antonio
United States|San Antonio
United States|San Antonio
United States|San Antonio
United States|Dallas
United States|Dallas
United States|Dallas
United States|Dallas
United States|Dallas
United States|Dallas
United States|Dallas
United States|Dallas
United States|Dallas
United States|Dallas
Nicaragua|Managua
Nicaragua|Managua
Nicaragua|Managua
Nicaragua|Managua
Nicaragua|Managua
Nicaragua|Managua
Nicaragua|Managua
Nicaragua|Managua
Nicaragua|Managua
Nicaragua|Managua
Cuba|La Habana
Cuba|La Habana
Cuba|La Habana
Cuba|La Habana
Cuba|La Habana
Cuba|La Habana
Cuba|La Habana
Cuba|La Habana
Cuba|La Habana
Cuba|La Habana
Dominican Republic|Santo Domingo
Dominican Republic|Santo Domingo
Dominican Republic|Santo Domingo
Dominican Republic|Santo Domingo
Dominican Republic|Santo Domingo
Dominican Republic|Santo Domingo
Dominican Republic|Santo Domingo
Dominican Republic|Santo Domingo
Dominican Republic|Santo Domingo
Dominican Republic|Santo Domingo
Colombia|Medellin
Colombia|Medellin
Colombia|Medellin
Colombia|Medellin
Colombia|Medellin
Colombia|Medellin
Colombia|Medellin
Colombia|Medellin
Colombia|Medellin
Colombia|Medellin
Colombia|Barranquilla
Colombia|Barranquilla
Colombia|Barranquilla
Colombia|Barranquilla
Colombia|Barranquilla
Colombia|Barranquilla
Colombia|Barranquilla
Colombia|Barranquilla
Colombia|Barranquilla
Colombia|Barranquilla
Colombia|Bogota
Colombia|Bogota
Colombia|Bogota
Colombia|Bogota
Colombia|Bogota
Colombia|Bogota
Colombia|Bogota
Colombia|Bogota
Colombia|Bogota
Colombia|Bogota
Colombia|Cali
Colombia|Cali
Colombia|Cali
Colombia|Cali
Colombia|Cali
Colombia|Cali
Colombia|Cali
Colombia|Cali
Colombia|Cali
Colombia|Cali
Australia|Sydney
Australia|Sydney
Australia|Sydney
Australia|Sydney
Australia|Sydney
Australia|Sydney
Australia|Sydney
Australia|Sydney
Australia|Sydney
Australia|Sydney
Australia|Brisbane
Australia|Brisbane
Australia|Brisbane
Australia|Brisbane
Australia|Brisbane
Australia|Brisbane
Australia|Brisbane
Australia|Brisbane
Australia|Brisbane
Australia|Brisbane
Australia|Adelaide
Australia|Adelaide
Australia|Adelaide
Australia|Adelaide
Australia|Adelaide
Australia|Adelaide
Australia|Adelaide
Australia|Adelaide
Australia|Adelaide
Australia|Adelaide
Australia|Melbourne
Australia|Melbourne
Australia|Melbourne
Australia|Melbourne
Australia|Melbourne
Australia|Melbourne
Australia|Melbourne
Australia|Melbourne
Australia|Melbourne
Australia|Melbourne
Australia|Perth
Australia|Perth
Australia|Perth
Australia|Perth
Australia|Perth
Australia|Perth
Australia|Perth
Australia|Perth
Australia|Perth
Australia|Perth
Argentina|San Justo
Argentina|San Justo
Argentina|San Justo
Argentina|San Justo
Argentina|San Justo
Argentina|San Justo
Argentina|San Justo
Argentina|San Justo
Argentina|San Justo
Argentina|San Justo
Argentina|Cordoba
Argentina|Cordoba
Argentina|Cordoba
Argentina|Cordoba
Argentina|Cordoba
Argentina|Cordoba
Argentina|Cordoba
Argentina|Cordoba
Argentina|Cordoba
Argentina|Cordoba
Argentina|Buenos Aires
Argentina|Buenos Aires
Argentina|Buenos Aires
Argentina|Buenos Aires
Argentina|Buenos Aires
Argentina|Buenos Aires
Argentina|Buenos Aires
Argentina|Buenos Aires
Argentina|Buenos Aires
Argentina|Buenos Aires
Bolivia|Santa Cruz de la Sierra
Bolivia|Santa Cruz de la Sierra
Bolivia|Santa Cruz de la Sierra
Bolivia|Santa Cruz de la Sierra
Bolivia|Santa Cruz de la Sierra
Bolivia|Santa Cruz de la Sierra
Bolivia|Santa Cruz de la Sierra
Bolivia|Santa Cruz de la Sierra
Bolivia|Santa Cruz de la Sierra
Bolivia|Santa Cruz de la Sierra
Brazil|Manaus
Brazil|Manaus
Brazil|Manaus
Brazil|Manaus
Brazil|Manaus
Brazil|Manaus
Brazil|Manaus
Brazil|Manaus
Brazil|Manaus
Brazil|Manaus
Brazil|Salvador
Brazil|Salvador
Brazil|Salvador
Brazil|Salvador
Brazil|Salvador
Brazil|Salvador
Brazil|Salvador
Brazil|Salvador
Brazil|Salvador
Brazil|Salvador
Brazil|Fortaleza
Brazil|Fortaleza
Brazil|Fortaleza
Brazil|Fortaleza
Brazil|Fortaleza
Brazil|Fortaleza
Brazil|Fortaleza
Brazil|Fortaleza
Brazil|Fortaleza
Brazil|Fortaleza
Brazil|Goiania
Brazil|Goiania
Brazil|Goiania
Brazil|Goiania
Brazil|Goiania
Brazil|Goiania
Brazil|Goiania
Brazil|Goiania
Brazil|Goiania
Brazil|Goiania
Brazil|Belo Horizonte
Brazil|Belo Horizonte
Brazil|Belo Horizonte
Brazil|Belo Horizonte
Brazil|Belo Horizonte
Brazil|Belo Horizonte
Brazil|Belo Horizonte
Brazil|Belo Horizonte
Brazil|Belo Horizonte
Brazil|Belo Horizonte
Brazil|Belem
Brazil|Belem
Brazil|Belem
Brazil|Belem
Brazil|Belem
Brazil|Belem
Brazil|Belem
Brazil|Belem
Brazil|Belem
Brazil|Belem
Brazil|Curitiba
Brazil|Curitiba
Brazil|Curitiba
Brazil|Curitiba
Brazil|Curitiba
Brazil|Curitiba
Brazil|Curitiba
Brazil|Curitiba
Brazil|Curitiba
Brazil|Curitiba
Brazil|Recife
Brazil|Recife
Brazil|Recife
Brazil|Recife
Brazil|Recife
